methotrexaat|leflunomide|sulfasalazine|hydroxychloroquine|azathioprine|ciclosporine|abatacept|adalimumab|anakinra|certolizumab|etanercept|golimumab|infliximab|rituximab|tocilizumab|tofacitinib|baricitinib|depomedrol|prednison|prednisolon
0.3609022556390977|0.16913580246913582|0.56|0.625|0.09375|0.07792207792207792|0.00224170710252263|0.027253668763102725|0.0|0.04081632653061224|0.0017034614336331425|0.0006080054044924843|0.010040160642570281|0.001800720288115246|0.1902834008097166|0.0|0.001316829075585989|0.09306569343065693|0.026964143426294822|0.07614483493077742
0.03007518796992481|0.008641975308641974|0.06|0.375|0.0|0.0|0.0003121364319968219|0.005241090146750524|6.743497582456117e-06|0.061224489795918366|0.0001362769146906514|0.00040533693632832294|0.0|0.0|0.1417004048582996|0.0|0.0002633658151171978|0.005474452554744526|0.001402390438247012|0.01437699680511182
0.007518796992481203|0.0012345679012345679|0.0|0.0|0.0|0.0|5.6752078544876706e-05|0.04612159329140461|0.0|0.015306122448979591|0.0004088307440719542|0.00020266846816416147|0.0|0.00015006002400960383|0.10931174089068826|0.013071895424836602|0.0|0.0040145985401459855|0.004940239043824702|0.45101171458998934
0.007518796992481203|0.0|0.0|0.0|0.0|0.0|0.00028376039272438354|0.008385744234800839|0.0017128483859438536|0.01020408163265306|0.0009539384028345599|0.0020266846816416146|0.004016064257028112|0.0063025210084033615|0.02834008097165992|0.0|0.0|0.043065693430656936|0.00248605577689243|0.02023429179978701
0.05263157894736842|0.006172839506172839|0.0|0.0|0.0|0.2077922077922078|0.2078261116313385|0.07023060796645703|0.17658522769419588|0.39285714285714285|0.07754156445898065|0.011450768451275123|0.07295850066934405|0.0778811524609844|0.21052631578947367|0.0915032679738562|0.003687121411640769|0.009854014598540146|0.09300398406374502|0.23429179978700745
0.5413533834586466|0.8148148148148148|0.38|0.0|0.90625|0.7142857142857143|0.7892795323628727|0.8427672955974843|0.8216951804222778|0.47959183673469385|0.919255928045789|0.9853065360580983|0.9129852744310576|0.9138655462184874|0.31983805668016196|0.8954248366013072|0.994732683697656|0.8445255474452554|0.871203187250996|0.20394036208732694
